contig 	 read_length
NM_001190702.2	1395
*	535
*	2143
NR_046235.3	1279
NR_003287.4	1
NM_001281297.2	799
NM_003792.4	1
NR_110665.1	799
NM_001202518.2	1
NM_001202519.3	1
NM_001202516.3	1
NM_001351594.2	1
NM_001202517.3	1
*	491
NR_036647.1	2005
NM_001382000.1	1
NM_014695.3	1
NR_167766.1	1
NR_130142.2	1
NM_001004689.2	1
*	1447
*	891
NR_046662.2	1193
*	1928
NM_138457.3	957
NM_001012427.2	1
NM_001012426.2	1
NM_001012426.2	345
NM_138457.3	1
NM_001012427.2	1
NM_020137.5	903
*	1032
NM_002105.3	736
*	1975
NM_001256071.3	3783
NM_001190482.2	1
NM_001372043.1	1
NM_001386088.1	1
NM_002548.3	1
NR_102302.2	1
NR_126038.1	110
NR_046235.3	2200
NR_046235.3	1820
NR_003287.4	1
NR_132964.1	1084
NM_003184.4	3254
NM_003184.4	1305
NR_046235.3	1305
NR_003286.4	1
*	644
NM_030918.6	1546
NM_001330723.2	1
*	974
NM_006098.5	2014
NM_006098.5	696
*	1426
*	563
NM_001386104.1	1147
NM_014565.3	1
NM_152367.3	1
NM_001304533.3	1
NM_002908.4	1
NM_001291746.2	1
NR_130142.2	266
NM_001349178.2	1120
NR_146068.2	1
NM_001349178.2	145
NR_146068.2	1
*	334
*	335
NR_121654.1	2030
NR_038266.2	1
NM_007045.4	297
NM_194429.3	1
*	1138
NR_046235.3	1236
NR_003287.4	1
*	277
*	2307
*	1993
NM_014501.3	1234
*	943
NM_001190702.2	600
NM_001190470.2	1
NM_021130.5	1112
NM_001300981.2	1
*	1652
NM_001003722.2	1322
NM_001317200.2	727
NM_001317208.2	1
NM_001317209.2	1
NM_001317211.2	1
NM_001317202.2	1
NM_001317210.2	1
*	483
*	5191
*	2400
*	660
NR_003287.4	1369
NR_046235.3	1
NM_001004728.2	2806
NR_135515.1	1
NM_005431.2	1
NR_026807.2	359
NR_121614.1	1
NR_121612.1	1
NR_121613.1	1
NM_001190452.2	594
NM_001190708.2	1
NM_001190487.2	1
NR_003287.4	3150
NR_046235.3	1
NM_014911.5	3679
NM_001366305.2	1
NM_001366306.2	1
NM_001366307.2	1
NM_001375457.1	1
NM_001004692.2	1
NM_001318519.2	1189
NM_001135954.3	1
NM_001261450.3	1
NR_134667.2	1
NM_001261451.3	1
NM_031432.5	1
NR_170893.1	1034
NM_001388179.1	1
NM_181352.2	1
NM_001388182.1	1
NM_018179.5	1
NM_001388180.1	1
*	1775
NM_001007.5	1596
NM_001007.5	617
*	1418
NM_175744.5	412
NM_001042679.2	1
NM_001042678.2	1
*	402
*	1417
*	1051
NR_034145.1	432
NR_034144.1	1
NR_135520.1	1
NR_034022.1	1
NM_001304533.3	1
NM_001163287.2	125
NM_001163285.2	1
*	257
*	655
*	222
NM_001197051.2	2096
NM_053023.5	1
NR_024091.1	1
NM_002273.4	2308
NR_045962.2	1
NM_001256293.2	1
NM_001256282.2	1
NM_001256293.2	803
NM_002273.4	1
NM_001256282.2	1
NR_003287.4	937
NR_046235.3	1
*	1037
*	327
NM_001289745.3	1532
NM_001289746.2	1
NM_001357943.2	1
NM_002046.7	1
NM_001256799.3	1
NM_002046.7	406
NM_001256799.3	1
NM_052854.4	1147
NM_052854.4	470
NR_135008.2	821
NM_001319187.2	1
NM_004494.3	1
NM_001319186.2	1
NM_001319188.2	1
NM_001126050.2	1
NM_001126051.1	259
*	1147
NR_049730.1	2516
NR_049729.1	1
NR_110076.1	224
NR_110077.1	1
NM_002356.7	5274
NM_002356.7	2238
*	325
NM_001190470.2	709
NM_001190702.2	1
*	2006
*	912
NM_001190702.2	654
NM_001190470.2	1
NM_001271741.2	1144
NM_001025105.3	1
NM_001892.6	1
NM_001271742.2	1
*	3488
*	856
NM_024946.4	1950
NM_001354083.2	1
NM_001354081.2	1
NM_001354097.2	1
NM_001354094.2	1
NM_001354086.2	1
NM_024946.4	196
NM_152367.3	1281
NR_047679.1	1
NM_001366307.2	1
NM_001366306.2	1
NM_001366305.2	1
NR_002728.3	1
NR_002728.3	449
*	344
*	319
NM_031901.6	726
NM_018997.3	1
NR_003287.4	485
NR_046235.3	1
NM_001008388.5	503
NM_001008388.5	224
NR_002728.3	423
NR_164310.1	1
NR_164308.1	1
NR_047469.1	1
*	304
*	1399
NM_002585.4	4880
NM_001204961.2	1
NM_001353130.1	1
NR_145459.1	1549
NR_002819.4	1
NR_144567.1	1
NR_145459.1	387
NR_002819.4	1
NR_144567.1	1
*	1068
*	437
NM_001011552.4	623
NM_001287258.2	1
NM_001287259.2	1
NM_001287260.2	1
NM_001011720.2	1
NM_001366307.2	1
NM_001011552.4	238
NM_021130.5	1423
NM_001300981.2	1
NM_021130.5	597
NM_001300981.2	1
*	346
NR_046235.3	434
NR_003287.4	1
*	641
*	523
*	3115
*	961
*	780
NM_001015.5	597
*	4073
NM_152367.3	1220
NR_002728.3	1
NR_046235.3	517
NR_003286.4	1
NR_027413.2	1841
NM_001128208.2	1
NM_005061.3	344
NM_001304453.1	233
NR_110017.1	1
NM_001304453.1	1
NR_046235.3	1824
NR_003286.4	1
*	6368
NM_001190702.2	477
NM_001190470.2	1
*	734
*	875
NR_046235.3	613
NR_003287.4	1
NM_018381.4	1010
NM_001308277.2	1
NM_018381.4	187
NM_001308277.2	1
NR_046235.3	1731
NR_003287.4	1
NR_046235.3	333
NR_003287.4	1
*	395
NR_046235.3	1732
NR_003287.4	1
NR_046235.3	230
NR_003287.4	1
*	888
*	1769
*	2852
*	1974
*	832
NM_001190470.2	333
*	1222
NR_046235.3	1570
NR_003286.4	1
NM_001320858.2	306
NM_001320859.2	1
NM_001039613.3	1
NM_001320860.2	1
NM_001320863.2	1
NR_003287.4	596
NR_046235.3	1
*	1035
NR_003286.4	705
NR_046235.3	1
*	300
NM_004283.4	1124
NR_046235.3	1025
NR_003287.4	1
NR_003287.4	1165
NR_046235.3	1
NR_003287.4	351
NR_046235.3	1
NM_001384628.1	1187
NM_001384613.1	1
NR_169283.1	1
NM_001384620.1	1
NM_001384630.1	1
NM_001384614.1	1
NM_001384627.1	87
NR_003286.4	1120
NR_046235.3	1
NM_014313.4	827
NR_152600.1	3367
NR_152599.1	1
NR_002599.2	1
NR_002599.2	72
NR_152599.1	1
NR_152600.1	1
NM_152318.3	2014
NR_046235.3	907
NR_003286.4	1
*	508
NR_045796.2	1114
NM_001256135.2	1
NM_001316.4	1
NM_001362762.2	1
NR_045796.2	374
NM_001256135.2	1
NM_001316.4	1
*	409
NR_003286.4	1744
NR_046235.3	1
NM_001190470.2	1371
NM_001190702.2	1
NM_001190470.2	617
*	442
NR_046235.3	1905
NR_003286.4	1
NM_001320929.2	166
NM_004492.3	1
NM_001320930.2	1
NR_046235.3	1046
NR_003287.4	1
*	1238
NM_001354621.2	602
NM_001167619.3	1
NM_001354626.2	1
NM_001354630.2	1
NM_001354629.2	1
NM_000249.4	1
*	1467
NR_046235.3	393
NR_003287.4	1
NM_018304.4	1449
*	943
*	964
NR_003287.4	248
NR_046235.3	1
*	3935
NM_000978.4	444
NM_001303275.1	929
NM_001096.3	1
NM_198830.2	1
NM_001303274.1	1
NR_046235.3	526
NR_003286.4	1
NR_046235.3	1338
NR_003286.4	1
NR_046235.3	745
NR_003286.4	1
*	260
NR_046235.3	905
NR_003287.4	1
*	239
NM_001195218.1	922
NM_016286.4	1
*	452
*	4284
*	350
NR_046235.3	900
NR_003287.4	1
*	557
NM_001199975.3	526
NM_006294.5	1
NM_001254752.2	1
NR_045639.2	1
NR_046235.3	739
NR_003287.4	1
NR_003287.4	405
NR_046235.3	1
NR_046235.3	1519
NR_003286.4	1
NR_046235.3	363
NR_003287.4	1
NM_014624.4	751
NR_046235.3	1932
NR_003287.4	1
*	671
*	2996
NM_001256405.2	2396
NM_002567.4	2852
NM_002567.4	1283
NM_001204878.2	2246
NM_004874.4	1
NM_001894.5	1685
NM_001289912.2	1
NM_152221.3	1
NM_001894.5	244
NM_001289912.2	1
NM_152221.3	1
*	389
*	1448
NM_001048166.1	902
NM_001282938.1	1
NM_001282937.1	1
NM_001282939.1	1
NM_001377417.1	1
NM_003035.2	1
NM_001282936.1	265
NR_003287.4	1518
NR_046235.3	1
NR_003287.4	907
NR_046235.3	1
NR_046235.3	282
NR_003287.4	1
*	464
*	373
NR_046235.3	542
NR_003287.4	1
*	798
*	572
*	1166
NM_001271606.2	1169
NM_006317.5	1
NR_046235.3	776
*	599
*	5466
NM_003869.6	3941
NM_001365405.1	1
NM_001365407.1	1
NM_001365406.1	1
NM_198061.3	1
NM_001365408.1	1
NM_003869.6	1484
*	809
*	3187
*	4285
NR_046235.3	1543
NR_003287.4	1
NM_001321483.2	891
NM_001321484.2	1
NM_001022.4	1
NM_001321485.2	1
NM_001321483.2	312
NM_001022.4	1
NM_001321484.2	1
*	756
NM_014465.4	851
NM_002547.3	1
NR_110257.1	1
NM_001308321.2	1
NR_126435.1	1
NR_029405.1	1
NR_039980.1	368
NM_006325.5	1718
NM_001300797.2	1
NM_001300796.2	1
NM_001300797.2	307
NM_006325.5	1
NM_001300796.2	1
*	381
NM_017620.3	538
NM_012218.4	1
NR_144567.1	1134
NR_144568.1	1
NR_002819.4	1
NR_144568.1	305
NR_002819.4	1
NR_144567.1	1
*	697
*	575
*	2221
NM_024503.5	1459
NM_001127714.3	1
*	212
*	2075
*	646
*	185
*	401
*	815
*	358
NM_001308042.3	1987
NM_001351590.2	1
NM_001202517.3	1
NM_001127183.4	1
NR_147247.2	1
NR_147244.2	1
*	839
NM_175871.4	620
NM_001081003.3	1349
NM_001287237.2	1
NM_014066.4	1
NM_001081004.3	1
*	645
*	1159
NM_001322815.2	1003
NM_000636.4	1
NM_001322819.2	1
NM_001322814.2	1
NM_001322820.2	1
NR_002728.3	1
NR_034022.1	211
*	543
NR_003287.4	900
NR_046235.3	1
*	1010
NR_046235.3	1389
NR_003287.4	1
NM_015898.4	876
NM_001317990.2	1
NM_001190470.2	851
NM_001190702.2	1
NM_001190470.2	393
NM_001190702.2	1
*	1303
NR_132964.1	937
*	630
NM_001100428.2	1318
NM_001100427.2	1
NM_001100429.2	1
NM_001100426.2	1
NM_001100430.2	1
NM_021159.5	1
*	288
NM_001190702.2	1344
NM_018054.6	1011
NM_001006634.3	1
*	1829
*	638
*	1705
NM_001190470.2	953
NM_001190452.2	369
*	2249
*	703
NM_001374385.1	499
NM_005603.6	1
NM_001374386.1	1
*	447
*	2851
*	527
NM_001003652.4	3158
NM_005901.6	1
NM_001135937.3	1
NR_003502.2	127
NR_027347.1	1
NR_024278.1	1
NM_002708.4	1478
NM_001008709.2	1
NM_206873.2	1
NR_103834.2	860
NM_004599.4	1
*	1179
NR_046235.3	2730
NR_003287.4	1
NM_001004689.2	2551
NR_145484.1	1
NM_001005497.2	1
NM_199344.3	1
NM_001297625.2	1
NM_001297624.2	1
NM_001098615.2	5876
NM_001098614.3	1
NR_034145.1	1
NR_034144.1	1
NR_034022.1	1
NR_002728.3	1
*	1140
*	829
*	347
NM_138435.4	975
NM_014465.4	2254
NM_001322819.2	1
NM_000636.4	1
NM_001322820.2	1
NM_001322814.2	1
NM_001322815.2	1
NM_014465.4	286
*	2660
*	725
*	932
*	808
NM_001099285.2	1102
NM_002823.5	1
NM_002823.5	433
NM_001099285.2	1
*	1783
*	852
NR_003287.4	1183
NR_046235.3	1
*	777
NM_001287349.2	4615
*	3010
*	1222
NR_003287.4	331
NR_046235.3	1
*	349
NR_135242.1	2368
NM_001377222.1	174
NM_001377218.1	1
NM_001377226.1	1
NM_001304971.2	1
NM_001304970.3	1
NM_001377224.1	1
NR_135242.1	96
*	305
NR_046235.3	780
NR_003287.4	1
*	576
*	813
*	1421
*	4712
NM_001142463.3	2448
NM_001363.5	1
NM_001288747.2	1
NR_110023.2	1
NR_110021.2	1
NR_110022.2	1
*	527
NR_003287.4	1191
NR_046235.3	1
NR_046235.3	504
NR_003287.4	1
NR_126435.1	1412
NR_029405.1	1
NM_001145204.3	1
NM_014465.4	1
NM_001308321.2	1
NM_152615.3	1
NM_001322815.2	322
*	710
*	1115
*	671
NR_003287.4	420
NR_046235.3	1
NR_046235.3	456
NR_003287.4	1
*	891
*	1206
NM_000978.4	678
NR_126056.2	2506
NM_001114184.3	1
NM_001301871.2	1
NM_019041.7	1
NM_001301047.3	1
NM_001301870.2	1
*	704
*	585
*	282
*	1164
NM_014465.4	606
NM_152367.3	1
NM_002908.4	1
NM_001291746.2	1
NR_027053.2	1
NR_135520.1	1
NM_014160.5	2841
NM_001271707.2	1
NM_001271707.2	1129
NM_014160.5	1
NM_012479.4	1793
NR_003287.4	344
NR_046235.3	1
NR_109833.1	505
NM_001371095.1	1
NM_000140.5	1
NM_001012515.4	1
NM_001320421.2	1
NM_001010854.2	1
*	411
NR_003287.4	1406
NR_046235.3	1
NR_003286.4	1001
NR_046235.3	1
NM_001025.5	643
NM_001025.5	80
*	670
NR_003287.4	1099
NR_046235.3	1
*	1899
NR_125949.1	2082
NR_125948.1	1
*	311
*	586
NR_156424.2	3182
NM_001362971.2	1
NM_001277196.2	1
NM_016018.5	1
NR_156424.2	1293
NM_001362971.2	1
NM_001277196.2	1
NM_000553.6	3320
*	1056
NM_001145290.2	1647
NM_198277.3	1
NR_131245.1	261
NM_198277.3	1
NM_001145290.2	1
NR_108090.1	1
NR_003561.2	1
NM_001190470.2	1025
NM_001190470.2	358
NM_001190702.2	1
NM_033276.4	2244
NM_001320409.2	1
NM_001320410.2	1
NM_001320408.2	1
*	1412
*	509
*	2106
NM_001190702.2	2298
NM_001190702.2	674
*	3092
NM_001318942.1	1099
NM_001363578.1	1
NM_014623.4	1
NM_001318943.1	1
NM_031483.7	3934
NM_001257137.3	1
NM_001324198.2	1
NM_001257138.3	1
NM_001324197.2	1
NM_001324198.2	1630
NM_001324197.2	1
NR_003287.4	586
NR_046235.3	1
*	820
NR_003287.4	812
NR_046235.3	1
NM_001190470.2	249
NM_001330282.2	591
NM_025029.5	1
NM_001085365.2	1
*	2585
*	329
*	248
NR_003286.4	282
NR_046235.3	1
*	1335
NR_046235.3	1044
NR_003287.4	1
NR_046235.3	1884
NR_003287.4	1
NR_046235.3	959
NR_003287.4	1
*	885
NR_046235.3	1738
NR_003287.4	1
NR_046235.3	904
NR_003287.4	1
NM_000967.4	2107
NM_001033853.2	1
NR_003286.4	1834
NR_046235.3	1
*	2207
NM_001020658.2	504
NM_014676.3	1
*	264
NR_003287.4	1676
NR_046235.3	1
NR_003287.4	1247
NR_046235.3	1
*	1203
NM_005929.6	1756
*	840
*	1285
*	3059
*	232
NR_046235.3	996
NR_003287.4	1
NR_003287.4	144
NR_046235.3	1
*	495
*	388
NM_000291.4	3699
NM_000291.4	1698
NR_023350.1	3811
NM_004766.3	1
*	1902
NM_001190708.2	588
NM_001190472.2	1
NM_001190487.2	1
NM_001190702.2	1
NR_003287.4	1343
NR_046235.3	1
*	3109
NR_135276.1	567
NM_001322819.2	1
NM_001322815.2	1
NM_000636.4	1
NM_001322820.2	1
NM_001322814.2	1
NM_001345878.2	117
NM_001128326.2	1066
*	2390
*	372
*	441
*	1087
*	269
*	1883
*	533
*	3369
*	654
NM_001258450.2	521
NM_004203.5	1
NM_001258451.2	1
NM_182687.3	1
*	573
NR_003287.4	543
NR_046235.3	1
NR_003287.4	327
NR_046235.3	1
NR_163177.1	631
NM_152367.3	1
NM_152400.3	1
NM_001366306.2	1
NM_001366305.2	1
NM_001366307.2	1
*	3004
NM_001279356.2	1251
NM_001279360.2	1
NM_006330.4	1
NM_001279357.2	1
NM_001279359.2	1
NM_001279358.2	1
*	396
*	489
*	1017
NM_001256737.2	827
NM_001256738.2	1
NM_024034.6	1
NM_001256740.2	1
NM_213611.3	1323
NM_002635.4	1
NM_005888.4	1
NM_001278625.2	2349
NM_001278627.2	1
NM_001278626.2	1
NM_001278628.2	1
NM_016652.6	1
NR_003287.4	1039
NR_046235.3	1
*	513
NM_001190452.2	419
NM_001190487.2	1
NR_046235.3	947
NR_003286.4	1
NM_152400.3	885
NM_001190882.3	1
NM_001374272.1	1
NM_002552.5	1
NM_181742.4	1
NM_001374270.1	1
NM_002809.4	1450
NM_002809.4	411
*	213
NM_021074.5	1062
*	1673
NM_001004689.2	2024
NR_003287.4	2056
NR_046235.3	1
NM_000984.6	943
NM_000984.6	152
NM_001378496.1	2120
NM_001497.4	1
NM_001378495.1	1
NM_001497.4	356
NM_001378495.1	1
NM_001378496.1	1
NR_003287.4	346
NR_046235.3	1
*	1481
NM_001248000.2	1754
NM_001248001.2	1
NM_001374326.1	1
NM_003011.4	1
NM_001122821.2	1
*	811
NR_169756.1	584
NR_163176.1	1
NR_163175.1	1
NM_001002923.3	1
NM_152400.3	1
NR_047679.1	1
NM_001190702.2	759
NM_001190470.2	1
*	775
NM_006420.3	6034
NM_001099220.3	1804
NM_001099220.3	796
NR_046235.3	306
NR_003286.4	1
*	1634
*	239
*	1406
NR_046235.3	969
NR_003286.4	1
*	1818
*	644
NM_001190702.2	1463
NM_001190470.2	256
NM_001190702.2	1
NM_001190452.2	1
NM_030777.4	1392
*	935
*	764
NR_046235.3	899
NR_003287.4	1
NM_001447.3	1272
NR_046235.3	393
NR_003287.4	1
*	303
NM_030763.3	926
NM_030763.3	344
NR_046235.3	832
NR_003287.4	1
*	958
NM_152367.3	2008
NM_001366307.2	1
NM_001366306.2	1
NR_002728.3	1
NM_001366305.2	1
NM_152400.3	1
*	547
NR_164310.1	961
NR_164308.1	1
NR_002728.3	1
NR_126435.1	1
NM_001322815.2	1
NM_000636.4	1
NR_164310.1	380
NM_001540.5	809
*	641
*	3761
*	477
NM_001207047.3	3082
NM_139322.4	1
NM_001076.4	1
NR_028093.1	1
NR_110257.1	1
NM_001113523.3	1
NM_139322.4	98
NR_111973.1	875
NM_006360.6	227
*	1431
NM_001207014.3	637
NM_001235.5	1
*	1422
*	731
NR_132964.1	854
*	742
*	758
*	1390
NR_003287.4	801
NR_046235.3	1
NM_001167671.3	962
NM_001375462.1	1
NM_001375460.1	1
NM_001167672.3	1
NM_001375456.1	1
NM_001375464.1	1
NM_006330.4	4375
NM_001279358.2	1
NM_001279360.2	1
NM_001279359.2	1
NM_001279357.2	1
NM_001279356.2	1
NM_001279359.2	1886
NM_032272.5	1015
NM_001190702.2	545
NM_001190470.2	1
*	2798
NM_058219.3	563
NM_001190452.2	1128
NM_001190702.2	1
NM_001190452.2	316
NM_001190487.2	1
NM_001190708.2	1
NM_001190702.2	1
NM_016019.5	1138
NM_001270643.2	1
*	649
NR_003287.4	2006
NR_046235.3	1
NM_001098576.2	469
NM_003217.3	1
NM_001385622.1	2522
NM_020151.4	1
NR_003286.4	1433
NR_046235.3	1
NR_046235.3	117
NR_003286.4	1
*	1265
*	2993
*	311
NM_133484.2	5484
NM_133484.2	226
NM_004180.3	109
NM_001199135.3	1
NM_133484.2	1
*	562
*	3161
NM_000122.2	2820
NM_001303416.2	1
NM_001303418.2	1
*	850
NM_014051.4	685
NR_003287.4	435
NR_046235.3	1
NR_002315.1	1053
NM_001379046.1	1
NM_001379047.1	1
NM_002107.7	1
NM_001379043.1	1
NM_001379045.1	1
*	413
NM_024813.3	1975
NR_002728.3	1
NM_152318.3	1
NR_110456.2	1
NR_145973.1	1
NR_145974.1	1
NM_001190470.2	264
NM_001190702.2	1
NR_003287.4	258
NR_046235.3	1
*	419
NR_003286.4	839
NR_046235.3	1
*	492
NM_001291746.2	1915
NM_002908.4	1
NM_152367.3	1
NM_152400.3	1
NM_001004686.3	1
NM_001385855.1	1
NM_001375465.1	176
*	811
NM_001190472.2	1056
NM_001190702.2	1
NM_001190452.2	385
NM_001190708.2	1
NM_001190487.2	1
NM_001190702.2	1
NR_024320.2	828
NM_001136473.1	1
NM_004862.4	1
NM_001136472.2	1
NM_004862.4	189
NR_024320.2	1
NM_001136472.2	1
NM_006118.4	1332
NM_001018837.2	1
NM_006118.4	147
NR_003286.4	864
NR_046235.3	1
NM_001190702.2	581
NM_001190470.2	1
NR_169503.1	205
NM_001321042.2	1
NR_169504.1	1
NR_169505.1	1
NR_169502.1	1
NR_169506.1	1
NM_001190702.2	376
NM_001190470.2	1
*	4496
NM_138635.3	813
NM_001961.4	401
NR_002728.3	758
NM_001184735.1	1
NM_152318.3	1
NR_047469.1	1
NM_024813.3	1
NM_152367.3	1
NM_001190470.2	272
NM_001190702.2	1
*	817
NM_001257397.2	852
NM_001282578.3	1
NM_021988.6	1
NM_022442.6	1
NM_199144.3	1
NM_001257396.2	1
NR_046235.3	724
NR_003286.4	1
NM_001114309.2	1672
NM_004433.5	1
NM_001347714.2	1391
NM_001347712.2	1
NM_145246.5	1
NM_001347715.2	1
NM_001347713.2	1
NR_144635.2	1
NM_006045.3	447
NR_003287.4	290
NR_046235.3	1
*	975
NR_033151.2	636
NM_213600.4	1
NR_046235.3	752
NR_003286.4	1
*	481
NM_002623.4	1125
NM_002623.4	393
*	294
NM_000990.5	278
*	438
NM_001190452.2	517
NM_001190708.2	1
NM_001190487.2	1
NM_001190702.2	1
*	351
NR_003287.4	958
NR_046235.3	1
NM_001190470.2	489
NM_019857.5	2954
NM_175859.3	1
NM_001144002.2	1
NR_003287.4	1039
NR_046235.3	1
*	782
*	270
*	1135
*	253
*	433
NR_046235.3	975
NR_003287.4	1
NM_001122608.3	1204
NM_001171991.3	1
NM_005333.5	1
NM_001007169.6	1965
NR_046235.3	1719
NR_003286.4	1
*	294
NR_003287.4	960
NR_046235.3	1
*	1497
NM_001267817.2	1574
NM_021227.4	1
NM_001267818.2	1
NM_021227.4	249
NM_001267818.2	1
NM_001267817.2	1
NR_046235.3	1240
NR_003286.4	1
NM_012374.2	2796
NM_001386095.1	1
NM_001289745.3	1083
NM_002046.7	1
NM_001289746.2	1
NM_001357943.2	1
NM_001256799.3	1
*	350
*	578
*	313
NM_001190702.2	1602
*	1180
NM_003752.5	3461
NM_001317857.2	1
NM_001037808.2	1
NM_001099661.2	1
NM_001317856.1	1
NM_001199142.1	1
NM_001099661.2	194
*	2847
*	3202
NM_001362793.2	1457
NM_003751.4	1
NM_001362792.2	1
NM_001037283.2	1
NM_001362791.2	1
NM_000859.3	2440
NM_001364187.1	1
NM_001130996.2	1
NR_003287.4	1683
NR_046235.3	1
*	591
NR_167975.1	2262
NM_001382237.1	1
NM_001382239.1	1
NM_001382238.1	1
NM_001136196.2	1
NM_001382236.1	1
NM_001136195.2	619
NM_019069.4	2441
*	648
*	2469
NR_046235.3	706
NR_003287.4	1
*	1459
NM_033513.3	1139
NM_000971.4	1465
NM_001363737.2	1
NM_007299.4	3081
NM_007300.4	1
NM_007298.3	1
NM_007297.4	1
NR_027676.2	1
NM_006526.3	123
NM_001385034.1	1
NR_023312.3	400
NM_001280.3	1
NR_023313.3	1
NM_001300829.2	1
NM_013341.5	636
NM_001011708.3	1
NM_001328688.2	1
NR_046235.3	1436
NR_003287.4	1
NM_001130088.2	1547
NM_001382226.1	1643
NM_001382225.1	1
NM_005439.3	1
*	159
*	201
*	1173
*	483
*	286
*	452
*	217
NM_015698.6	1712
NM_001320139.2	1733
NM_001320138.2	1
NM_001320141.2	1
NM_001320137.2	1
NM_001024662.3	1
NM_001320140.2	1
NM_001320140.2	699
*	543
*	188
*	580
NR_046235.3	1700
NR_003287.4	1
NR_003287.4	232
NR_046235.3	1
*	319
NM_001320193.2	1565
NM_001113201.3	1
NM_001113202.2	1
NM_001113202.2	741
NM_001320193.2	1
NM_001113201.3	1
NM_005594.6	1
NR_110133.1	2673
NR_110257.1	1
NM_001113523.3	1
NM_152615.3	1
NM_001308321.2	1
NM_014465.4	1
NR_110133.1	483
NR_003606.3	564
NR_036659.2	1
NR_036658.2	1
NR_003604.3	1
NR_003605.2	1
NM_001004.4	881
NM_001004.4	313
*	266
*	1741
NR_037600.1	968
NR_037601.1	1
*	2588
NR_047679.1	310
NM_152367.3	1
NM_001291746.2	1
NM_002908.4	1
NM_014465.4	1
NR_110133.1	1
NM_001378135.1	2642
NM_001378132.1	1
NM_003799.3	1
NR_003286.4	1578
NR_046235.3	1
NR_003286.4	74
NR_046235.3	1
NM_001277285.4	288
NM_001277285.4	1
NM_001277285.4	1
NM_001190702.2	461
NM_001190470.2	1
*	530
*	834
NM_001010854.2	370
NM_001320421.2	1
*	412
NM_178335.3	1158
NM_174908.4	1
*	268
NM_020964.3	4767
NM_001287340.2	1159
NM_001287341.2	1
NM_153013.5	1
NM_001085411.3	1
NM_001287341.2	439
NM_001085411.3	1
NM_153013.5	1
NM_007235.6	515
NM_007235.6	208
*	1070
NM_001101.5	693
*	2373
*	811
NR_003286.4	857
NR_046235.3	1
NM_001330278.2	1515
NM_001307994.2	1
NM_001330280.2	1
NM_001128212.3	1
NM_001128213.2	1
NM_152528.3	1
*	1892
NR_003287.4	1238
NR_046235.3	1
*	978
NM_001190702.2	1222
NM_001190487.2	1
NM_001190702.2	380
NM_001190487.2	1
NM_001190708.2	1
NM_001190470.2	1
*	807
NM_016441.3	297
NM_001686.4	3504
NM_001686.4	1628
NR_126393.2	1492
NR_003287.4	441
NR_046235.3	1
NM_001303113.2	2475
NM_001303111.2	1
NM_207009.4	1
NM_001303112.2	1
NR_130122.2	1
NR_027141.2	1
NM_001005190.2	7439
NR_144348.2	680
NR_144347.2	1
NM_001346030.2	1
NM_173808.3	277
NM_001346440.2	1
NR_104320.1	1
NR_104322.1	1
NR_037883.1	263
*	1982
*	1151
NR_046235.3	835
NR_003287.4	1
NR_046235.3	1085
NR_003287.4	1
NR_037921.2	4102
NM_001206491.2	1
NM_001385663.1	1
NM_020746.5	1901
NR_037921.2	1
NM_001385663.1	1
NM_001206491.2	1
*	240
NM_001248001.2	213
NM_001374326.1	1
NM_001122821.2	1
NM_003011.4	1
NM_001248000.2	1
NM_001190470.2	453
NM_001190702.2	1
NR_046235.3	1121
NR_003287.4	1
NR_161166.1	740
NM_001012454.6	1
NM_001290255.2	1
NM_001290254.2	1
NM_001128926.4	1
NM_007190.4	1
*	745
*	218
*	542
NR_144567.1	3245
NR_145459.1	1
NR_002819.4	1
NR_144568.1	1
*	256
*	683
NM_000100.4	405
NM_001190702.2	1425
NR_003287.4	2368
NR_046235.3	1
*	603
*	442
NM_018351.4	358
NM_001322814.2	178
NM_000636.4	1
NM_001322815.2	1
NM_001322820.2	1
NM_001322819.2	1
NM_032522.5	1
*	872
*	1107
*	436
NM_001016.4	1031
NM_001016.4	444
NM_001313964.2	1645
NM_006145.3	1
NM_001300914.2	1
NR_126435.1	1234
NR_002728.3	1
NM_024813.3	250
NM_002031.3	1
NM_000998.5	645
NM_002128.7	1395
NM_001363661.2	1
NM_001370339.1	1
NM_001313893.1	1
NM_001370340.1	1
NM_001313892.2	1
*	919
NM_001323347.2	2046
NM_001316361.3	1
NM_003657.4	1
NM_001366295.2	1
NM_001366298.2	1
NM_001366296.2	1
NM_001366296.2	883
NM_015045.5	2009
NM_001318328.2	1
NM_184041.5	2458
NM_001127617.2	1
NM_184043.2	1
NM_001243177.4	1
NM_001365307.2	1
NM_001365305.2	1
NM_184041.5	896
*	771
NM_001047.4	3248
NM_001324322.2	1
NR_136739.2	1
NM_001324323.2	1
NM_001004689.2	1
*	238
*	463
NM_001190470.2	610
NM_001190702.2	1
NM_001190702.2	128
NM_001190470.2	1
NM_001190470.2	806
NM_001190702.2	1
*	493
*	581
NM_001190470.2	1040
NM_001190702.2	1
NM_001190470.2	431
NM_000876.4	993
*	609
*	1509
NM_001199039.2	358
NM_178865.5	1
NM_001199037.2	1
NM_018565.4	1
NM_001199038.2	1
NM_001199039.2	57
NM_001199037.2	1
*	1042
NR_003286.4	932
NR_046235.3	1
NR_046235.3	1321
NR_003287.4	1
NM_022551.3	665
NR_003286.4	617
NR_046235.3	1
