contig 	 read_length
NM_002130.8	1
NM_001324223.2	2636
NM_016226.5	775
NM_057180.3	1
NR_104100.2	1
NR_104099.2	1
NR_104101.2	1
NM_001282150.2	1
NM_001171155.2	561
NR_033242.2	1
NM_001171155.2	154
NR_033242.2	1
NM_007158.6	3690
NM_001130523.3	1
NM_001007553.3	1
NM_001242891.2	1
NM_001242893.2	1
NM_001242892.2	1
NM_000993.5	1008
NM_000993.5	389
NM_001098577.3	1
NM_001099693.2	1
NM_001099693.2	1
NM_001098577.3	1
NM_007209.4	500
NM_002914.5	1456
NM_181471.3	1
NM_001278791.2	1
NM_001278792.2	1
NM_001278793.2	1
NM_013237.4	1080
NM_001271828.2	1
NM_006645.3	1435
NM_001281.3	1017
NR_155756.2	1
NM_002686.4	932
NR_073461.2	1
NM_021104.2	941
NM_001035267.2	1
NM_021104.2	428
NM_001350578.2	1
NM_001350575.2	1
NM_001035267.2	1
NM_001350578.2	1
NM_015933.6	645
NR_137639.2	1
NM_001329417.2	1
NM_005507.3	654
NM_005507.3	247
NM_001030009.2	962
NM_001019.5	1
NM_007209.4	538
NM_001330200.1	647
NM_000981.4	1
NM_001020.6	770
NM_001321111.2	1
NM_001363860.2	1
NR_002793.1	770
NM_002137.4	1016
NM_031243.3	1
NM_031243.3	314
NM_002137.4	1
NM_000972.3	1445
NM_000972.3	457
NM_013248.3	1106
NR_040515.2	1572
NM_001369699.1	1
NR_040515.2	1
NM_001369699.1	1
NM_001363755.1	532
NM_001330200.1	403
NM_000981.4	1
NM_031903.3	1499
NR_156497.1	1
NM_031903.3	583
NR_156497.1	1
NM_002295.6	1053
NM_001304288.2	1
NM_001387846.1	1
NM_001355287.3	1
NM_001355283.3	1
NM_001387845.1	1
NM_003730.6	1295
NM_020189.6	1428
NR_036471.2	1
NR_036472.2	1
NM_001193557.2	1
NM_003472.4	2937
NM_001134709.2	1
NM_001319036.1	2288
NM_004718.4	1
NM_001319040.2	1
NM_001319037.1	1
NR_134948.2	1
NR_134947.2	1
NM_004718.4	477
NM_006294.5	587
NM_001254752.2	1
NR_045639.2	1
NM_001199975.3	1
NM_001372071.1	596
NM_016404.3	1
NM_001372072.1	1
NM_001286084.2	1
NM_001286082.2	1
NM_005801.4	1402
NM_005801.4	527
NM_006886.4	716
NM_000978.4	768
NM_005721.5	4103
NR_102318.1	1
NM_001277140.1	1
NM_005721.5	1623
NR_102318.1	1
NM_000990.5	333
NM_001346127.1	586
NM_001008708.4	1
NM_144570.3	1756
NM_024068.4	608
NM_032324.3	2488
NM_032324.3	1138
NR_138027.2	1
NR_138027.2	1
NR_138026.2	1
NR_138026.2	1
NR_138024.2	1
NM_001362924.1	1577
NM_001247996.2	1
NM_001362926.2	1
NM_001362925.2	1
NM_018482.4	1
NM_001362924.1	676
NM_001247996.2	1
NM_000981.4	468
NM_001330200.1	1
NM_003754.3	1246
NM_004537.7	2349
NM_001161376.2	1036
NM_002623.4	1115
NR_164829.1	1074
NR_164831.1	1
NR_073093.2	1
NM_001376569.1	1
NM_001376565.1	1
NR_164830.1	1
NM_001330200.1	600
NM_000981.4	1
NM_000996.4	597
NM_001316311.2	1
NM_001316311.2	83
NM_000996.4	1
NM_001190452.2	639
NM_001402.6	2360
NM_001321704.2	907
NM_001321702.2	1
NM_001321701.2	1
NM_001013.4	1
NR_135763.2	1
NR_135762.2	1
NM_001037165.2	963
NM_001037165.2	220
NM_012423.4	690
NR_026712.1	1
NR_073024.2	1
NM_001163424.2	472
NM_022070.5	1041
NM_000981.4	1030
NM_001330200.1	1
NM_001330200.1	306
NM_000981.4	1
NM_012474.5	1344
NM_001363568.2	1
NM_001369558.1	1135
NM_001199340.2	1
NM_001199344.3	1
NM_000985.5	1
NM_001035006.5	1
NM_001199343.3	1
NM_001199341.3	238
NM_014038.3	2036
NM_001159767.2	1
NM_001362717.2	1
NM_001362718.2	1
NM_001362719.2	1
NM_146388.2	2451
NM_146388.2	1117
NM_005507.3	609
NM_001363643.2	7211
NR_015363.2	196
NR_161186.1	1
NR_015363.2	164
NM_001164179.2	1
NM_001098175.2	1
NM_001164182.2	1
NM_001164178.1	1
NR_015363.2	103
NM_003225.3	600
NM_004559.5	1505
NR_132737.2	1
NM_001402.6	2884
NM_001402.6	1025
NM_002415.2	453
NR_038911.1	1
NM_000981.4	1134
NM_001330200.1	1
NM_001330200.1	380
NM_000981.4	1
NM_001374314.1	601
NM_004450.3	844
NM_000981.4	1263
NM_001330200.1	1
NM_020409.3	605
NM_177988.1	1
NM_016410.6	1923
NM_001195536.2	1
NM_001030.6	741
NM_001349946.2	1
NM_001349947.2	1
NM_001349947.2	292
NM_001349946.2	1
NM_001030.6	1
NM_001002247.2	533
NM_001002245.2	1
NM_001289416.1	1
NM_001002248.3	1
NM_016476.11	1
NM_001289414.1	1
NM_001003.3	605
NM_079423.4	808
NM_021019.5	1
NM_138565.3	343
NM_005231.4	1
NM_004508.4	3519
NM_001317956.2	1
NM_001317955.2	1
NM_001317957.2	1
NR_134301.1	1
NR_134300.2	1
NM_001317956.2	1570
NM_006769.4	545
NM_001369491.1	1
*	416
NR_109977.2	808
NM_032366.5	1
NR_109976.2	1
NR_109978.2	1
NR_109979.2	1
NM_001288710.2	1
NM_001282233.1	274
NM_001282232.1	1
NM_001282234.1	1
NR_104110.1	1
NM_002791.3	1
NM_000979.4	913
NR_073022.2	1
NM_001270490.2	1
NM_000979.4	214
NR_073022.2	1
NM_001270490.2	1
NM_000981.4	877
NM_001330200.1	1
NM_001997.5	575
NM_014184.4	673
NM_001277198.2	1
NR_102347.2	1
NM_001277197.2	1
NM_002167.5	563
NM_003329.4	920
NM_001244938.2	1
NM_000978.4	563
NM_003350.3	1287
NM_005153.3	3148
NM_001272075.2	1
NR_073578.2	1
NM_003952.3	1753
NM_001540.5	248
NM_000978.4	475
NM_006232.5	853
NM_001278698.2	1
NM_001278699.3	1
NM_001278714.2	1
NM_001278715.2	1
NM_001288.5	1589
NM_001287594.3	1
NM_001287593.1	1
NM_001288.5	276
NM_001287593.1	1
NM_001287594.3	1
NM_001330200.1	374
NM_000981.4	1
NM_012347.4	1975
NM_033481.3	1
NM_033480.3	1
NM_005916.5	2571
NM_001278595.2	1
NM_182776.3	1
NM_002623.4	1404
NM_138771.4	5029
NM_138771.4	1231
NM_138771.4	238
NM_138771.4	245
NM_138771.4	188
NM_014033.4	2590
NM_014033.4	807
*	722
NM_138443.4	845
NR_026978.2	1
NM_006156.3	970
NM_021104.2	410
NM_001035267.2	1
NM_001350578.2	1
NM_001350575.2	1
NM_001083613.2	1055
NM_194280.4	1
NM_001369689.1	1
NR_161465.1	1
NM_001369688.1	1
NR_161466.1	1
NM_006830.4	425
NM_003295.4	883
NM_001286272.2	1
NM_001286273.2	1
NM_001048241.3	337
NM_024292.4	1
NM_001319236.2	520
NM_000995.5	1
NM_001319235.2	1
NM_001319232.2	1
NM_001319234.1	1
NM_033625.4	1
NM_014624.4	698
NM_003655.3	1179
NM_003655.3	446
NM_001199877.2	879
NM_001018108.4	1
NM_001199876.1	1
NM_001199875.1	1
NM_001199878.2	1
NR_037672.1	1
NM_001199877.2	251
NM_001293320.2	640
NM_001099673.3	1
NM_001099672.3	1
NM_001099671.3	1
NM_001099670.3	1
NM_001293320.2	208
NM_001099670.3	1
NM_032758.4	1545
NM_001241.4	3398
NM_058241.3	1
NR_037649.2	1
NM_001320748.2	1
NM_001320749.2	1
NR_135468.2	1
NM_021103.4	732
NM_001300971.3	423
NR_155756.2	1
NM_001281.3	1
NM_016185.4	872
NR_109933.2	1
NM_001288611.2	1
NM_001002033.3	1
NM_001002032.3	1
NM_001002033.3	99
NM_001002032.3	1
NM_001318151.2	467
NM_003776.4	1
NM_005340.7	644
NR_024611.3	1
NR_024610.3	1
NR_134494.2	1
NM_002414.5	1105
NM_001321368.2	1
NR_135623.2	1
NM_001321370.2	1
NM_001122898.3	1
NM_001321369.2	1
*	4801
NM_004699.4	885
NM_004699.4	277
NM_080821.3	1606
NM_080821.3	620
NM_000981.4	893
NM_001330200.1	1
NM_001040454.1	1624
NM_001281732.2	1
NM_022911.3	1
NM_001281733.2	1
NM_134263.3	1
NM_134426.3	1
NM_001352668.2	2263
NM_001352670.2	1
NM_001352669.2	1
NM_001352672.2	1
NM_001352661.2	1
NM_001352663.2	1
NM_020755.4	1245
NR_152600.1	915
NR_002599.2	1
NM_000981.4	815
NM_001330200.1	1
*	799
NM_004255.4	802
NM_000713.3	1004
NM_000978.4	599
NM_000987.5	945
NM_001315531.2	1
NM_001315530.2	1
NM_001315531.2	341
NM_001315530.2	1
NM_000987.5	1
NR_033437.2	336
NM_000373.4	1
NR_033434.2	1
NM_004048.4	1198
NM_001329678.2	633
NR_138075.2	1
NR_138077.2	1
NR_138076.2	1
NR_138073.2	1
NM_183241.3	1
NM_001062.4	347
NM_005034.4	636
NM_000976.4	427
NR_162149.1	796
NM_021109.4	676
NM_203467.2	1282
NM_203467.2	488
NM_152329.4	1
NM_001190470.2	561
NM_001190470.2	167
NM_001190702.2	1
NM_001190702.2	1
NM_001006.5	710
NM_001006.5	1051
NM_005850.5	362
NM_004713.6	1778
NM_001301732.3	1
NM_001130022.2	3262
NM_001130022.2	1382
NM_016311.5	476
NM_178190.3	1
NM_178191.3	1
NM_001318391.2	2366
NM_032830.3	1
NM_016071.4	445
NM_053035.3	1
NM_018677.4	1666
NM_001076552.3	1
NM_001242393.2	1
NM_016472.5	3845
NM_001271904.1	1
NM_001271905.2	1
NM_001271906.2	1
NM_016472.5	1033
NM_001271904.1	1
NM_001271905.2	1
*	624
NM_000993.5	844
NM_001099693.2	1
NM_001098577.3	1
NM_000993.5	316
NM_001098577.3	1
NM_001099693.2	1
NM_016139.4	781
NM_001320327.2	1
NM_002567.4	539
NM_002567.4	136
NR_037688.3	1331
NM_001614.5	1
NM_001199954.3	1
NM_001358516.2	449
NM_001358511.2	1
NM_012094.5	1
NM_181652.3	1
NM_181651.3	1
NM_000983.4	596
NM_001018006.2	1697
NM_001330344.2	1
NM_001018004.2	1
NM_001365778.1	1
NM_001330200.1	392
NM_000981.4	1
NM_174871.4	1534
NM_002816.5	1
NM_001316341.2	1
NM_145249.3	644
NM_206949.3	1
NM_004872.5	1555
NM_001305043.2	1
NM_001305051.1	1
NM_001002.4	1192
NM_053275.4	1
NM_003329.4	844
NM_001244938.2	1
NM_002823.5	1225
NM_001099285.2	1
NR_103732.1	1431
NR_103733.1	1
NR_103734.1	185
NR_103733.1	1
NR_103732.1	1
NM_079423.4	824
NM_021019.5	1
NM_001402.6	3108
NM_001402.6	1259
NM_013238.3	459
NM_033301.3	854
NM_001317782.2	1
NM_000973.5	1
NM_001317771.2	1
NM_001168618.2	1667
NM_020153.4	1
NM_023033.4	552
NM_005371.6	1
NM_000971.4	940
NM_001363737.2	1
NM_181726.4	1326
NM_181726.4	416
*	1555
NM_000971.4	1337
NM_001363737.2	1
NM_001363737.2	168
NM_000971.4	1
NM_001282332.2	1312
NM_001386740.1	1
NM_024075.5	1
NM_001077446.4	1
NM_001142930.2	3751
NR_024625.2	1
NM_006595.4	1
NM_001142931.2	1
NM_001243747.2	1
NM_006082.3	2826
NM_006082.3	418
NM_006009.4	1
NM_001270400.2	1
NM_001303115.2	1
NM_001303116.2	1
NM_001303117.2	1
NM_000989.4	1066
NM_000989.4	378
NM_001242956.1	2047
NM_001011553.4	1
NM_001788.6	1
NM_001375299.1	1
NM_001363715.2	1
NM_001242956.1	863
NM_001375299.1	1
NM_001762.4	973
NM_001009186.2	1
NM_001144831.2	720
NM_001267700.1	1
NM_001402.6	1888
NM_001015052.3	1053
NM_001015054.3	1
NM_002434.4	1
NM_001199343.3	263
NM_001035006.5	1
NM_001369563.1	1
NM_001199345.2	1
NM_001369556.1	1
NM_001199341.3	1
NM_001287748.1	1923
NM_001287747.1	1
NM_001287749.2	1
NM_001287742.2	1
NM_004462.5	1
NM_001287743.2	1
NM_001320451.2	355
NR_135259.2	1
NM_001099645.2	1
NM_001190702.2	877
NM_001190470.2	1
NM_001330200.1	384
NM_000981.4	1
NM_025029.5	627
NM_001330282.2	1
NM_001085365.2	1
NM_016097.5	1792
*	3350
NM_000978.4	827
NM_000978.4	251
NM_000978.4	525
NM_001001973.3	1189
NM_001320886.2	1
NM_005174.4	1
NM_031925.3	1955
NR_156695.2	1
NM_001317803.2	1
NM_001363462.2	1
NM_000989.4	612
NM_001146169.2	307
NM_001363589.2	1
NM_001042553.3	1
NM_001146171.2	1
NM_001042552.3	1
NM_001363590.2	1
NM_000661.5	760
NM_001024921.4	1
NM_002129.4	1530
NM_001130689.1	1
NM_001130688.1	1
NM_001130689.1	175
NM_001130688.1	1
NM_002129.4	1
NM_000978.4	566
NM_022909.4	1364
NM_001030009.2	1031
NM_001019.5	1
NM_001019.5	369
NM_001030009.2	1
NM_000990.5	417
NM_001130689.1	1230
NM_002129.4	1
NM_001130688.1	1
NM_001353598.2	938
NM_001353593.2	1
NM_001353600.2	1
NR_003256.3	1
NM_001353596.2	1
NR_148470.2	1
NM_001190452.2	466
NM_001190708.2	1
NM_001190472.2	1
NM_001190487.2	1
NM_013285.3	2740
NM_001323623.2	1
NM_001323624.2	1
NM_013285.3	492
NM_001323623.2	1
NM_001323624.2	1
NM_006107.4	438
NM_016424.5	1
NM_001330330.2	1
NM_020936.3	2032
NR_135104.2	1
NR_135105.2	1
NM_021130.5	1453
NM_001300981.2	1
NM_021130.5	597
NM_001300981.2	1
NM_001349765.2	2313
NM_001349766.2	1
NM_001349768.2	1
NM_018061.4	1
NM_001349771.2	1
NM_001349770.2	1
NM_001349758.2	609
NM_001379043.1	1120
NM_001379045.1	1
NM_002107.7	1
NM_001379047.1	1
NM_001379046.1	1
NR_002315.1	1
*	2604
NM_001997.5	479
NM_006808.3	719
NM_184041.5	2455
NM_001243177.4	1
NM_001127617.2	1
NM_184043.2	1
NM_001365304.2	1
NM_001365307.2	1
NM_001127617.2	435
NM_006452.4	2604
NM_001079524.2	1
NM_001079525.2	1
NM_001079524.2	1098
NM_006452.4	1
NM_001079525.2	1
NM_020673.3	344
NM_000994.4	1149
NM_001007073.1	1
NM_001007074.1	1
NM_000994.4	491
NM_001007074.1	1
NM_001007073.1	1
*	446
NM_004547.6	346
NM_002046.7	2589
NM_001289745.3	1
NM_002046.7	1173
NM_001289745.3	1
NM_001289746.2	1
NM_001256799.3	1
NM_001357943.2	1
NM_007209.4	594
NM_006230.4	1731
NM_001256879.2	1
NM_001127218.3	1
NM_016462.4	1888
NM_001165258.2	1
NM_016462.4	685
NM_001165258.2	1
NM_001402.6	1741
NM_001007245.3	3188
NM_001197080.2	1
NM_001550.4	1
NM_001197079.2	1
NM_001197079.2	1344
NM_001197080.2	1
NM_001007245.3	1
*	1141
*	461
NM_000143.4	3160
NM_000143.4	1483
NM_004593.3	2011
NM_001243879.2	1
NM_000661.5	872
NM_001024921.4	1
NM_000981.4	907
NM_001330200.1	1
NM_006708.3	1867
NM_006372.5	2612
NM_001159675.1	1
NM_001329472.1	1138
NM_001329473.2	1
NM_024315.4	1
NM_001329475.2	1
NM_001329474.2	1
NM_001005.5	942
NM_001260506.2	1
NM_001256802.2	1
NM_001260507.2	1
NM_001126.5	461
NM_001365073.2	1
NM_024299.4	1179
NM_001353423.2	1
NR_148427.1	1
*	1762
NM_014607.4	2204
NM_001379047.1	1098
NM_001379046.1	1
NM_002107.7	1
NM_001379045.1	1
NM_001379043.1	1
NR_002315.1	1
NR_038279.1	778
NM_005402.4	2511
NM_005402.4	134
NM_002791.3	408
NM_001282232.1	1
NM_001282234.1	1
NM_001282233.1	1
NM_006452.4	2795
NM_001079524.2	1
NM_001079525.2	1
NM_006452.4	1245
NM_001079524.2	1
NM_001079525.2	1
NR_152532.1	1255
NR_002578.3	1
NR_152525.1	1
NR_152533.1	1
NR_152531.1	1
NR_152521.1	1
NM_005207.4	1062
NM_024731.4	1500
NM_001303451.2	1
NM_024731.4	568
NM_001303451.2	1
NR_158157.1	1155
NM_001320883.2	613
NM_001271787.2	1
NM_001378455.1	1
NM_001271785.2	1
NM_001378456.1	1
NM_001271788.2	1
NM_001271789.2	266
NM_000972.3	1036
NM_001320214.2	1297
NM_001039465.2	1
NM_006925.5	1
NM_014426.4	1367
NM_152227.3	1
NM_001282454.2	1
NM_021104.2	931
NM_001035267.2	1
NM_001350575.2	1
NM_001350578.2	1
NM_001035267.2	281
NM_021104.2	1
NM_001350578.2	1
NM_000996.4	553
NM_001316311.2	1
NM_079423.4	290
NM_021019.5	1
NM_001030.6	363
NM_001349946.2	1
NM_001349947.2	1
*	896
NM_170746.4	696
NM_001321335.2	1
NM_000126.4	1403
NM_001127716.2	1
NM_031420.4	1206
NR_125331.2	1
NM_001300733.2	1
NM_000981.4	1218
NM_001330200.1	1
*	1446
*	3208
NM_173829.4	1355
NM_012385.3	825
NM_001042483.2	1
NM_018339.6	4742
NM_018339.6	1741
NM_024096.2	1215
NR_134470.2	1
NR_134471.2	1
NM_000291.4	3479
NM_000291.4	1580
NM_000978.4	589
NR_162149.1	2088
NR_120489.2	736
NM_006681.4	1
NM_001292045.2	1
NM_001292046.2	1
NM_030815.3	1413
NM_016070.4	882
NM_006471.4	1068
NM_001303047.2	1
NM_001303048.1	1
NM_001303049.2	1
NM_018407.6	3236
NM_018407.6	1037
NR_132278.1	708
NR_132278.1	84
NR_004380.1	77
NR_004380.1	81
NM_016093.4	1283
NM_001317981.2	1
NM_001317980.2	1
NM_001317982.2	1
NM_001317980.2	505
NM_001317982.2	1
NM_016093.4	1
NM_006713.4	1364
NM_006713.4	416
NM_003365.3	2489
NM_003365.3	901
NM_001357943.2	1395
NM_002046.7	1
NM_001289745.3	1
NM_001289746.2	1
NM_001256799.3	1
NM_001031684.3	2206
NM_001363802.1	1
NM_001195446.2	1
NM_001363802.1	762
NM_001031684.3	1
NM_001195446.2	1
NM_001016.4	646
NM_001199786.1	1302
NM_000801.5	1
NM_001199786.1	218
NM_000801.5	1
NM_001278255.1	3123
NR_027261.2	1
NM_017443.5	1
NM_000178.4	1920
NM_001322494.1	1
NM_001322495.1	1
NM_001271006.2	788
NM_001330536.2	1
NM_144998.4	1
NM_032339.5	789
NM_001330206.2	1
*	718
NM_000977.4	1918
NM_033251.2	1
NM_001243131.1	1
NM_000977.4	742
NM_033251.2	1
NM_178190.3	545
NM_016311.5	1
NM_178191.3	1
NM_002156.5	2347
NM_199440.2	1
NM_000976.4	1247
NM_000976.4	508
NM_002520.7	1388
NM_001355006.2	1
NM_001355007.2	1
NM_199185.4	1
NR_149149.2	1
NM_001030009.2	946
NM_001019.5	1
NM_005718.5	3131
NM_001024960.3	1
NM_001198780.3	1
NM_005718.5	1226
NM_001198780.3	1
NM_001024960.3	1
NM_001024959.3	1
*	255
NM_024860.3	1471
NR_134583.1	1
NM_001160305.4	1
NM_001253383.3	346
NM_001253382.2	1
NM_001253380.2	1
NM_001253379.2	1
NM_002948.5	1
NM_000971.4	961
NM_001363737.2	1
NM_000980.4	1305
NM_000980.4	492
NM_021104.2	648
NM_001035267.2	1
NM_001350578.2	1
NM_001350575.2	1
NM_001313893.1	1313
NM_001370341.1	1
NM_001370340.1	1
NM_002128.7	1
NM_001363661.2	1
NM_001370339.1	1
NM_001402.6	1627
NM_001402.6	210
NM_000978.4	794
NM_000978.4	249
NM_000981.4	709
NM_001330200.1	1
NM_000981.4	238
NM_001330200.1	1
NM_001136203.2	1018
NM_138442.4	1
NM_007209.4	808
NM_001330200.1	661
NM_000981.4	1
NM_007192.4	1931
NM_022818.5	385
NM_012321.5	670
NM_001252129.2	1
NM_001002.4	2023
NM_053275.4	1
NM_053275.4	381
NM_001002.4	1
NM_080426.4	1666
NM_001077488.5	1
NM_001077489.4	1
NM_000516.7	1
NM_080425.4	1
NM_001309840.2	1
NM_001042635.2	1195
NM_015514.2	1
NM_001204077.2	343
NM_004788.4	1
NM_001135653.2	1509
NM_003819.4	1
NM_001135654.2	1
NM_001135653.2	369
NM_003819.4	1
NM_001135654.2	1
NM_001199849.1	1760
NM_004632.4	1
NM_001199850.1	1
NM_001199851.1	1
NM_033657.2	1
NM_019083.2	5803
NR_135078.2	1
NR_135078.2	2411
NM_019083.2	1
NM_000990.5	575
NM_021104.2	950
NM_001350575.2	1
NM_001350578.2	1
NM_001035267.2	1
NM_021104.2	223
NM_001035267.2	1
NM_001350578.2	1
NM_001023.4	537
NM_001146227.3	1
NM_017857.4	1632
NM_017857.4	530
NM_006136.3	4145
NM_006136.3	1573
NM_005762.3	905
NM_005762.3	120
NM_015607.4	1271
NM_001206612.2	1
NM_001317077.2	1
NM_000978.4	711
NR_125398.1	1697
NR_125398.1	636
NM_018407.6	583
NM_001861.6	917
NM_001318786.3	1
NM_001318794.2	1
NM_001318797.3	1
NM_001318788.2	1
NM_001318802.2	1
NM_024321.5	1694
NM_001319113.2	1
NM_021103.4	644
NM_000284.4	1507
NM_001173455.2	1
NM_001173454.2	1
NM_001173456.2	1
NM_148919.4	1263
NM_002823.5	1278
NM_001099285.2	1
NM_014169.5	688
*	1443
NM_003295.4	1605
NM_001286272.2	1
NM_001286273.2	1
NM_003295.4	676
NM_001286272.2	1
NM_001286273.2	1
NM_001330200.1	523
NM_000981.4	1
*	2620
NM_001278556.2	987
NM_001287222.2	1
NM_001035006.5	1237
NM_001199341.3	1
NM_001369558.1	1
NM_001199344.3	1
NM_001199343.3	1
NM_001369557.1	1
NM_004894.3	862
NM_001127393.2	1
NM_004894.3	280
NM_001127393.2	1
NM_012423.4	714
NR_026712.1	1
NR_073024.2	1
NM_001270491.2	1
NM_004161.5	1581
NM_015543.2	1
NM_002391.6	1043
NM_001270550.1	1
NM_001012334.2	1
NM_001012333.3	1
NM_001270551.3	1
NR_073039.3	1
NM_002952.4	1010
NM_002789.6	1261
NM_001102667.2	1
NM_001330676.2	1
NM_001330675.2	1
NM_001102668.3	1
NM_001330673.2	1
NM_001162862.2	858
NM_001162861.2	1
NR_027942.3	1
NR_027941.3	1
NM_001321518.1	1
NM_004375.5	1
NM_001282234.1	438
NM_001282233.1	1
NM_001282232.1	1
NR_104110.1	1
NM_002791.3	1
NM_016622.4	1379
*	1351
NM_019051.3	1079
NR_038898.1	606
NR_038896.1	1
NR_038900.1	1
NR_038899.1	1
NR_038899.1	249
NR_038896.1	1
NR_038898.1	1
NM_144947.3	886
NM_006853.3	1
NM_001136032.3	1
NM_001167605.2	1
NM_001167605.2	290
NM_001136032.3	1
NM_006853.3	1
NM_000978.4	925
NM_000978.4	415
NM_138689.3	1053
NM_001005.5	1021
NM_001260506.2	1
NM_001256802.2	1
NM_001260507.2	1
NM_021959.3	1702
*	833
NM_004515.4	367
NM_001267809.2	1
NM_003969.4	1029
NM_001079862.4	1127
NM_001178043.4	1
NM_001178042.4	1
NM_001282634.3	1
NM_020548.9	1
NM_001282633.3	1
NM_001079862.4	482
NM_002979.5	1456
NM_001007099.3	1
NM_001193617.2	1
NM_001193599.2	1
NM_001193600.2	1
NM_001007100.3	1
NM_001370506.1	969
NM_001370505.1	1
NM_001370521.1	1
NM_001370515.1	1
NM_001370512.1	1
NM_001370513.1	1
NR_037630.1	85
NM_018244.5	2931
NM_199487.3	1
NM_001184977.2	1
NM_018244.5	228
NM_199487.3	1
NM_001866.3	664
NM_001257102.2	754
NM_002491.3	1
NM_002491.3	236
NM_001257102.2	1
NM_001098206.2	2217
NM_001098208.2	1
NM_001098204.2	1
NM_001098205.2	1
NM_004966.4	1
NM_001098207.2	1
NM_001199802.1	868
NM_000975.5	1
NM_001130111.2	1438
NM_031213.4	1
NM_004074.3	1005
NM_004074.3	355
NM_001100176.2	2676
NM_013312.3	1
NM_001009.4	1046
NR_130151.2	488
NM_194326.4	1
NM_001029891.3	300
NM_002629.4	1
NM_001317079.2	1
NM_002629.4	62
NM_001317079.2	1
NM_001029891.3	1
NM_001861.6	871
NM_001318786.3	1
NM_001318797.3	1
NM_001318794.2	1
NM_001318788.2	1
NM_000967.4	1452
NM_001033853.2	1
NM_004311.4	782
NM_001035006.5	1205
NM_001199341.3	1
NM_000985.5	1
NM_001369558.1	1
NM_001369555.1	1
NM_001369562.1	1
NM_001035006.5	482
NM_001173456.2	1449
NM_000284.4	1
NM_001173455.2	1
NM_001173454.2	1
NM_033055.3	3349
NM_014939.5	1962
NM_021103.4	607
NM_000998.5	577
NM_002046.7	1559
NM_001357943.2	1
NM_001289746.2	1
NM_001289745.3	1
NM_001256799.3	1
NM_007209.4	502
NM_152284.4	1813
NM_021130.5	980
NM_001300981.2	1
NM_021130.5	46
NM_147163.2	695
NM_020232.5	1
NM_032998.3	3670
NM_001330765.2	1
NM_001039711.2	1
NM_001039712.2	1
NM_032998.3	1428
NM_001039711.2	1
NM_001039712.2	1
NM_001021.6	477
NR_111943.2	1
NR_111944.3	1
NM_021210.5	890
NM_001166621.1	1
NR_030684.2	1
NR_135914.2	2552
NM_001321967.2	1
NM_032810.4	1
NM_001321968.2	1
NM_001321969.2	1
NM_001321968.2	1075
NR_135914.2	1
NM_016199.3	636
NM_032799.5	329
NM_001318016.2	1
NM_001318020.2	1
NM_001318015.2	1
NM_001318023.2	1
NM_004939.3	4511
NM_004939.3	1076
*	1530
NM_006401.3	1321
NM_024835.5	2925
NM_002415.2	712
NR_038911.1	1
NM_002211.4	3598
NM_033668.2	1
NM_133376.3	1
NM_001256513.1	812
NM_001256512.1	1
NM_001256511.1	1
NM_001256510.1	1
NM_003143.3	1
NR_046269.1	1
NM_001260507.2	1070
NM_001005.5	1
NM_001260506.2	1
NM_001005.5	438
NM_001260507.2	1
NM_001256802.2	1
NM_001260506.2	1
NM_000108.5	3387
NM_001289751.1	1
NM_001289752.1	1
NM_001289750.1	1
NM_001289751.1	809
NM_000108.5	1
NM_001289752.1	1
NM_001330200.1	1000
NM_000981.4	1
NM_001330200.1	278
NM_000981.4	1
NM_003864.4	2145
NM_001005.5	788
NM_001260506.2	1
NM_001256802.2	1
NM_001260507.2	1
NM_000970.6	1281
NM_001320141.2	1
NM_001320139.2	1
NM_001320138.2	1
NM_001320137.2	1
NM_001320140.2	1
NM_001297718.2	1720
NM_015449.4	1
NM_001098616.3	1
NM_138740.4	1
NM_001297720.2	1
NM_001297717.2	1
NM_001032.5	564
NM_079423.4	325
NM_021019.5	1
NM_000978.4	518
NM_016546.4	957
NM_001297642.2	1
NM_016546.4	177
NM_001297642.2	1
NM_001297640.2	1
*	1588
NM_002492.4	1990
NM_001199958.2	1
NM_001199957.2	1
NM_002492.4	779
NM_001199958.2	1
NM_001199957.2	1
NM_004280.5	1787
NM_004280.5	805
NM_001003796.2	1039
NM_005008.4	1
NM_000971.4	994
NM_001363737.2	1
NM_001267559.2	824
NM_001267556.2	1
NM_001267557.2	1
NM_013232.4	1
NM_001267558.2	1
NM_013232.4	142
NM_001267558.2	1
NM_005556.4	2497
NM_005556.4	235
NM_016587.4	1853
NM_007276.5	1
NM_001402.6	2731
NM_001402.6	1135
NM_001315530.2	1003
NM_000987.5	1
NM_001315531.2	1
NM_000987.5	399
NM_001315531.2	1
NM_001315530.2	1
NM_001324.3	6242
NM_001033521.2	1
NM_001033522.2	1
NM_001324.3	1221
NM_001033522.2	1
NM_001033521.2	1
NM_032520.5	1225
NM_001320886.2	795
NM_001001973.3	1
NM_000978.4	590
NM_001320863.2	606
NM_001320858.2	1
NM_001320859.2	1
NM_001320860.2	1
NM_001039613.3	1
NM_016587.4	2467
NM_007276.5	1
NM_001321781.2	851
NM_152516.3	1
NM_001321782.2	1
NM_001371765.1	1
NM_001321781.2	112
NM_152516.3	1
NM_001321782.2	1
NM_000978.4	799
NM_000978.4	249
NM_021109.4	678
NM_006829.3	562
NM_201436.3	587
NM_012412.5	1
NR_046284.1	609
NR_046283.1	1
